,task_uuid,level_number,chat,phrase,reference_type,valence,compound,features,notes
285,A1VZSFHTU51JP0:3R8YZBNQ9J6ATD4E4SOCLLZUV2QQ7G,5,white circles are half as good as pink circles,,features,positive,,"white, pink, circle",
562,A2MWAXV1YRK5GH:3AWETUDC94GGWPM1AFBM3317E60ZIY,5,white circles are ok if there are no purple circles,,features,slight_positive,,"pink, white, circle",
657,A2T5CROJ0FWIJY:3JMSRU9HQKIN70F5DZWSXIQJY4LVEN,6,"white circles are pretty good too, blue circles are worthless mostly, so yellow and white circles are good",white circles are pretty good too,features,positive,,"circle, white",
657,A2T5CROJ0FWIJY:3JMSRU9HQKIN70F5DZWSXIQJY4LVEN,6,"white circles are pretty good too, blue circles are worthless mostly, so yellow and white circles are good",blue circles are worthless mostly,features,zero,,"circle, blue",
657,A2T5CROJ0FWIJY:3JMSRU9HQKIN70F5DZWSXIQJY4LVEN,6,"white circles are pretty good too, blue circles are worthless mostly, so yellow and white circles are good",so yellow and white circles are good,features,positive,,"circle, white, yellow",
732,A2ZL7BZA7RRMIN:34X6J5FLPVM3D85G51D9OB43MXYQJV,7,White circles usually give more points than blue circles.,,features,positive,,"white, blue, circle",ordering
630,A2R0YYUAWNT7UD:3QILPRALQ7JTQUW5Y5O1VR0K1WO8NJ,10,white dots good,,features,positive,,"white, circle",
1262,AZNIEFUIVB2H0:3IO1LGZLKBLLJ9QDZO2KTGEY66Z687,6,white is decent too,,features,positive,,white,
130,A16G6PPH1INQL8:3LEP4MGT3IO36G3ZCNU8QOERVDSDBK,2,white is okay,,features,slight_positive,,white,
302,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,6,"White not worth anymore, pink is truly 50/50 good or 0",White not worth anymore,features,negative,,white,
302,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,6,"White not worth anymore, pink is truly 50/50 good or 0",pink is truly 50/50 good or 0,features,multiple,,pink,
309,A21P1T8EW4NHOU:3STRJBFXOYFBG83Q4Q7GUVF3LTPKTU,1,Whoops.,,trajectory,negative,,,
373,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,8,Wonderful! Keep going just like that!,Wonderful!,trajectory,positive,,,
373,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,8,Wonderful! Keep going just like that!,Keep going just like that!,trajectory,positive,,,
1016,A4ZPIPBDO624H:39LNWE0K4WKZAQSR4SCEMBMSCOLUI4,2,would have mad more going to bottom right. the white circles were worth 5 each and the pale yellow was worth 6,would have mad more going to bottom right.,object_spatial,positive,,,implicature (trajectory was not optimal)
1016,A4ZPIPBDO624H:39LNWE0K4WKZAQSR4SCEMBMSCOLUI4,2,would have mad more going to bottom right. the white circles were worth 5 each and the pale yellow was worth 6,the white circles were worth 5 each and the pale yellow was worth 6,features,positive,,"white, circle, yellow",
1235,AYD2LKV6C5F2S:3S96KQ6I9OS322XGC9LTQIKD1HHDTT,4,wow! great job!,,trajectory,positive,,,
1035,A6MWJK1YEY5L2:3HMIGG0U4NUN2T0J57XCC7YR5VKY8L,2,wrong corner,,trajectory,negative,,,
830,A3BHRFFG75X3GO:3LEIZ60CDLNNLOTY6L59QA24VIB9ZR,3,"ya those colors, nice work.",,trajectory,positive,,,
672,A2TBXASXZIRNNW:3A1COHJ8NLJ1GYAUV7TOQ73OFNNH8X,8,yay teamwork,,trajectory,positive,,,
349,A22LZ62E0UC4VL:3OE22WJIGKCCROGAH0HNVDDE301QU6,9,Yay!,,trajectory,positive,,,
704,A2XCEMBRPHIWEG:3EQHHY4HQUG4TKWHD343TNHWY9MG5W,3,Yay!,,trajectory,positive,,,
283,A1VZSFHTU51JP0:3R8YZBNQ9J6ATD4E4SOCLLZUV2QQ7G,3,yeah green circles,,features,positive,,circle,
284,A1VZSFHTU51JP0:3R8YZBNQ9J6ATD4E4SOCLLZUV2QQ7G,4,yeah pink circles,,features,positive,,"pink, circle",
1011,A4ZPIPBDO624H:39LNWE0K4WKZAQSR4SCEMBMSCOLUI4,1,yellow,,features,positive,,yellow,
295,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,1,"Yellow = bad. Pink = good. Blue = meh, either -2 or +2 give or take",Yellow = bad,features,negative,,yellow,
295,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,1,"Yellow = bad. Pink = good. Blue = meh, either -2 or +2 give or take",Pink = good,features,positive,,pink,
295,A1ZD8RU6YB0VEU:3NLZY2D53RD98YTG8MPM4QHVQMVQLP,1,"Yellow = bad. Pink = good. Blue = meh, either -2 or +2 give or take","Blue = meh, either -2 or +2 give or take",features,multiple,,blue,
84,A15SUPIZ05ZFCD:3AMYWKA6YDAO41DT65RGQ24YLQOO67,6,yellow circle,,features,positive,,"yellow, circle",
1097,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,4,yellow circle,,features,positive,,"yellow, circle",
1084,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,1,yellow circles,,features,positive,,"yellow, circle",
1094,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,3,yellow circles,,features,positive,,"yellow, circle",
1101,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,4,yellow circles,,features,positive,,"yellow, circle",
1103,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,5,yellow circles,,features,positive,,"yellow, circle",
1261,AZNIEFUIVB2H0:3IO1LGZLKBLLJ9QDZO2KTGEY66Z687,5,yellow circles,,features,positive,,"yellow, circle",
1015,A4ZPIPBDO624H:39LNWE0K4WKZAQSR4SCEMBMSCOLUI4,1,"yellow circles are 8 points, ",,features,positive,,"yellow, circle",
1121,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,9,yellow circles are worth 8-10 points. others are 1 and 2 points.  triangles are 0 points. squares are -1 to -10 points.,yellow circles are worth 8-10 points,features,positive,,"yellow, circle",
1121,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,9,yellow circles are worth 8-10 points. others are 1 and 2 points.  triangles are 0 points. squares are -1 to -10 points.,others are 1 and 2 points. ,features,multiple,yes,,compound?
1121,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,9,yellow circles are worth 8-10 points. others are 1 and 2 points.  triangles are 0 points. squares are -1 to -10 points.,triangles are 0 points,features,zero,,triangle,
1121,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,9,yellow circles are worth 8-10 points. others are 1 and 2 points.  triangles are 0 points. squares are -1 to -10 points.,squares are -1 to -10 points,features,negative,,square,
654,A2T5CROJ0FWIJY:3JMSRU9HQKIN70F5DZWSXIQJY4LVEN,3,"yellow circles are worth more than others, so try for those",,features,positive,,"yellow, circle",
1013,A4ZPIPBDO624H:39LNWE0K4WKZAQSR4SCEMBMSCOLUI4,1,yellow circles are worth the most,,features,positive,,"yellow, circle",
728,A2ZL7BZA7RRMIN:34X6J5FLPVM3D85G51D9OB43MXYQJV,3,Yellow circles give more points,,features,positive,,"yellow, circle",
339,A22LZ62E0UC4VL:3OE22WJIGKCCROGAH0HNVDDE301QU6,3,"Yellow circles have the highest value, then white, then blue",Yellow circles have the highest value,features,positive,,"yellow, circle",hard-- relative valuation
339,A22LZ62E0UC4VL:3OE22WJIGKCCROGAH0HNVDDE301QU6,3,"Yellow circles have the highest value, then white, then blue",then white,features,positive,,white,hard-- relative valuation
339,A22LZ62E0UC4VL:3OE22WJIGKCCROGAH0HNVDDE301QU6,3,"Yellow circles have the highest value, then white, then blue",then blue,features,positive,,blue,hard-- relative valuation
360,A23BWWRR7J5XLS:3UXUOQ9OKGLI6XXXFWRQVLKPRKCA71,8,yellow circles offer more,,features,positive,,"yellow, circle",
74,A15SUPIZ05ZFCD:3AMYWKA6YDAO41DT65RGQ24YLQOO67,1,yellow circles top right,,features,positive,,"yellow, circle",
126,A16G6PPH1INQL8:3LEP4MGT3IO36G3ZCNU8QOERVDSDBK,1,yellow is bad,,features,negative,,yellow,
129,A16G6PPH1INQL8:3LEP4MGT3IO36G3ZCNU8QOERVDSDBK,2,yellow is bad,,features,negative,,yellow,
69,A14WLAP6TCEKO0:3QRYMNZ7F05COEOT13ZWMNW7FO2NTA,3,yellow is paint,,features,neutral,,yellow,
78,A15SUPIZ05ZFCD:3AMYWKA6YDAO41DT65RGQ24YLQOO67,3,yellow only,,features,positive,,yellow,
80,A15SUPIZ05ZFCD:3AMYWKA6YDAO41DT65RGQ24YLQOO67,4,yellow only,,features,positive,,yellow,
91,A15SUPIZ05ZFCD:3AMYWKA6YDAO41DT65RGQ24YLQOO67,9,yellow only,,features,positive,,yellow,
1018,A4ZPIPBDO624H:39LNWE0K4WKZAQSR4SCEMBMSCOLUI4,3,yellow only,,features,positive,,yellow,
282,A1VZSFHTU51JP0:3R8YZBNQ9J6ATD4E4SOCLLZUV2QQ7G,2,yellow squares dont look good,,features,negative,,"yellow, square",
1263,AZNIEFUIVB2H0:3IO1LGZLKBLLJ9QDZO2KTGEY66Z687,6,yellow the best,,features,positive,,yellow,
1113,AIPHJXQEDNW9L:3BV8HQ2ZZYPZ2XJSWMMYP7KTWUZ6AB,8,yelow circiels highest,,features,positive,,"yellow, circle",
1236,AYD2LKV6C5F2S:3S96KQ6I9OS322XGC9LTQIKD1HHDTT,5,yep. best you could have done.,,trajectory,positive,,,
158,A18XFOKU5G1OL1:3X3OR7WPZ1O32UTKMS8MIZWVWGHL8H,1,yes,,trajectory,positive,,,
288,A1VZSFHTU51JP0:3R8YZBNQ9J6ATD4E4SOCLLZUV2QQ7G,8,yes circles are good,,features,positive,,circle,
409,A28HDBWFTOID89:3II4UPYCOLVQAM5OV5RYLD9QHD1QDH,8,"Yes, nice work!",,trajectory,positive,,,
208,A1O67YS3DU0ZHX:3OHYZ19UGETPR3PWWI8S676KH9JAOO,7,Yes! We are on the board!!! almost finished!,Yes! ,trajectory,positive,,,
208,A1O67YS3DU0ZHX:3OHYZ19UGETPR3PWWI8S676KH9JAOO,7,Yes! We are on the board!!! almost finished!,We are on the board!!! ,trajectory,positive,,,
208,A1O67YS3DU0ZHX:3OHYZ19UGETPR3PWWI8S676KH9JAOO,7,Yes! We are on the board!!! almost finished!,almost finished!,other,,,,
401,A28HDBWFTOID89:3II4UPYCOLVQAM5OV5RYLD9QHD1QDH,2,"yikes,  go lower right",,object_spatial,positive,,,
518,A2HGRSPR50ENHL:3LRKMWOKB75CL48ZLCQUGNUQPA7Z2R,10,You are a star!,,trajectory,positive,,,
171,A1BHINLXH3E2GJ:3P59JYT76N8GZSZ0FK1CUZT94QS2T9,1,you are hitting too many negative,,trajectory,negative,,,
812,A39XIQCFSCNHFU:39LNWE0K4WKZAQSR4SCEMBMSC3FIUG,9,you are really on a roll.  Top right is looking good.,you are really on a roll.  ,trajectory,positive,,,
812,A39XIQCFSCNHFU:39LNWE0K4WKZAQSR4SCEMBMSC3FIUG,9,you are really on a roll.  Top right is looking good.,Top right is looking good.,object_spatial,positive,,,
49,A14W79OV7SNWIV:36TFCYNS46YRVZB23F5G66KH6TOXH7,1,"you can get all the remaining in the upper right, in the top left only get the lowest two closest to the side. and in the bottom right get the one that is the lowest and closest to the middle. ",you can get all the remaining in the upper right,object_behavior,positive,,,hard
49,A14W79OV7SNWIV:36TFCYNS46YRVZB23F5G66KH6TOXH7,1,"you can get all the remaining in the upper right, in the top left only get the lowest two closest to the side. and in the bottom right get the one that is the lowest and closest to the middle. ",in the top left only get the lowest two closest to the side. ,object_spatial,positive,,,hard
49,A14W79OV7SNWIV:36TFCYNS46YRVZB23F5G66KH6TOXH7,1,"you can get all the remaining in the upper right, in the top left only get the lowest two closest to the side. and in the bottom right get the one that is the lowest and closest to the middle. ",and in the bottom right get the one that is the lowest and closest to the middle.,object_spatial,positive,,,hard
981,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,7,you collected a -1s.  -1 also in the bottom right.  The one on the bottom in the group of two.  The top left square has -2 -6 and -9 and 2 zeros.,you collected a -1s,object_behavior,negative,,,hard
981,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,7,you collected a -1s.  -1 also in the bottom right.  The one on the bottom in the group of two.  The top left square has -2 -6 and -9 and 2 zeros.,-1 also in the bottom right.  ,object_spatial,negative,,,
981,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,7,you collected a -1s.  -1 also in the bottom right.  The one on the bottom in the group of two.  The top left square has -2 -6 and -9 and 2 zeros.,The one on the bottom in the group of two.  ,object_spatial,neutral,,,
981,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,7,you collected a -1s.  -1 also in the bottom right.  The one on the bottom in the group of two.  The top left square has -2 -6 and -9 and 2 zeros.,The top left square has -2 -6 and -9 and 2 zeros.,object_spatial,negative,,,
495,A2GTJ0BD4CG1A2:3YHH42UU5D3LK5OHROV7PKQDDIXL0M,10,you got 20,,trajectory,positive,,,
979,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,5,You got all positive numbers.  The remaining number in the bottom right is -5,You got all positive numbers.  ,object_behavior,positive,,,
979,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,5,You got all positive numbers.  The remaining number in the bottom right is -5,The remaining number in the bottom right is -5,object_behavior,negative,,,
270,A1QX1RYLCFXZJ9:3HYA4D452T76GNHZK0WNDVE8D7C2F9,6,you got it!,,trajectory,positive,,,
613,A2P53AN2M8IWFP:3MTMREQS4X6XWCYYN4Z2N1J6KBLAW3,7,"You got lucky, I think you should stop moving, most of the sections are majority negative.",,object_spatial,negative,,,
1194,ANVXAMUEBGV8N:3IAEQB9FMG8VUJ1A7EQ4D2RC5ZTDWP,6,You got the highest point valued shape! The shape at the far left corner was worth 0 but directly to the right of it was one worth 5 points.,You got the highest point valued shape! ,object_behavior,positive,,,
1194,ANVXAMUEBGV8N:3IAEQB9FMG8VUJ1A7EQ4D2RC5ZTDWP,6,You got the highest point valued shape! The shape at the far left corner was worth 0 but directly to the right of it was one worth 5 points.,The shape at the far left corner was worth 0 but directly to the right of it was one worth 5 points.,object_spatial,slight_positive,yes,,hard
192,A1E2629EE0I958:3WRFBPLXRCC7PXQZMOT54AS9LPLN3P,5,you got this come on,,other,,,,
1193,ANVXAMUEBGV8N:3IAEQB9FMG8VUJ1A7EQ4D2RC5ZTDWP,5,"You got this, excellent. You avoided the shape in the far left corner which was good (it was negative 6).","You got this, excellent. ",trajectory,positive,,,
1193,ANVXAMUEBGV8N:3IAEQB9FMG8VUJ1A7EQ4D2RC5ZTDWP,5,"You got this, excellent. You avoided the shape in the far left corner which was good (it was negative 6).",You avoided the shape in the far left corner which was good (it was negative 6).,object_behavior,negative,,,
984,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,9,You got two 8 and 3 zeros.  In the top left there are two 8s. 2 1s. and one 2.,You got two 8 and 3 zeros. ,object_behavior,positive,,,
984,A3U21PUMQ6NGT2:3R6P78PK7MZ6EM77EZM1W3NAEXMTGK,9,You got two 8 and 3 zeros.  In the top left there are two 8s. 2 1s. and one 2.,In the top left there are two 8s. 2 1s. and one 2.,object_spatial,positive,,,hard
492,A2GTJ0BD4CG1A2:3YHH42UU5D3LK5OHROV7PKQDDIXL0M,7,You grabbed 10,,trajectory,positive,,,
488,A2GTJ0BD4CG1A2:3YHH42UU5D3LK5OHROV7PKQDDIXL0M,3,You grabbed 17,,trajectory,positive,,,
490,A2GTJ0BD4CG1A2:3YHH42UU5D3LK5OHROV7PKQDDIXL0M,5,You grabbed 18,,trajectory,positive,,,
489,A2GTJ0BD4CG1A2:3YHH42UU5D3LK5OHROV7PKQDDIXL0M,4,You grabbed 24,,trajectory,positive,,,
494,A2GTJ0BD4CG1A2:3YHH42UU5D3LK5OHROV7PKQDDIXL0M,9,you grabbed 27,,trajectory,positive,,,
487,A2GTJ0BD4CG1A2:3YHH42UU5D3LK5OHROV7PKQDDIXL0M,2,you grabbed 4,,trajectory,slight_positive,,,
493,A2GTJ0BD4CG1A2:3YHH42UU5D3LK5OHROV7PKQDDIXL0M,8,you grabbed 5,,trajectory,slight_positive,,,
491,A2GTJ0BD4CG1A2:3YHH42UU5D3LK5OHROV7PKQDDIXL0M,6,You grabbed 9,,trajectory,positive,,,
486,A2GTJ0BD4CG1A2:3YHH42UU5D3LK5OHROV7PKQDDIXL0M,1,you just grabbed -18,,trajectory,negative,,,
1034,A6MWJK1YEY5L2:3HMIGG0U4NUN2T0J57XCC7YR5VKY8L,1,you missed the only one with points,,trajectory,negative,,,
433,A2BA9Y6VGW6WS1:3C8HJ7UOP9I2S8CSVU9EVW8OVFKZME,9,"You need to move a little faster, keep up the good work. ",You need to move a little faster,other,,,,
433,A2BA9Y6VGW6WS1:3C8HJ7UOP9I2S8CSVU9EVW8OVFKZME,9,"You need to move a little faster, keep up the good work. ",keep up the good work.,trajectory,slight_positive,,,
730,A2ZL7BZA7RRMIN:34X6J5FLPVM3D85G51D9OB43MXYQJV,5,You neither gain nor lose points if you hit a yellow triangle.,,features,zero,,"yellow, triangle",
367,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,2,"You picked up some red boxes that time. Don't go for those, they lose us both points.",You picked up some red boxes that time.,features,negative,,square,
367,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,2,"You picked up some red boxes that time. Don't go for those, they lose us both points.","Don't go for those, they lose us both points.",trajectory,negative,,,
312,A21P1T8EW4NHOU:3STRJBFXOYFBG83Q4Q7GUVF3LTPKTU,4,You should go after the yellow ones.,,features,positive,,yellow,
964,A3QC57KUVJP5EW:3VBEN272MMN5ZMUSPZHBMYROCG6SGW,1,You somehow picked the best options again.,,trajectory,positive,,,
1197,ANVXAMUEBGV8N:3IAEQB9FMG8VUJ1A7EQ4D2RC5ZTDWP,9,You went to the exact right place!,,trajectory,positive,,,
719,A2ZBDSR2LZNVAE:3UXUOQ9OKGLI6XXXFWRQVLKPR7HA7G,5,you were doing so well until you grabbed that last one :(,,trajectory,slight_negative,,,
369,A260DMGSF8MAD7:32KTQ2V7RF3NMHUFRWFFI86VGQK9MP,4,You're collecting red boxes again. Be careful.,,trajectory,negative,,,
734,A2ZL7BZA7RRMIN:34X6J5FLPVM3D85G51D9OB43MXYQJV,9,You're doing great!,,trajectory,positive,,,
731,A2ZL7BZA7RRMIN:34X6J5FLPVM3D85G51D9OB43MXYQJV,6,You're doing great! Keep it up!,You're doing great! ,trajectory,positive,,,
731,A2ZL7BZA7RRMIN:34X6J5FLPVM3D85G51D9OB43MXYQJV,6,You're doing great! Keep it up!,Keep it up!,trajectory,positive,,,
810,A39XIQCFSCNHFU:39LNWE0K4WKZAQSR4SCEMBMSC3FIUG,8,You're doing great!!,,trajectory,positive,,,
142,A17AF9I56P3RVV:3EWIJTFFVQV7EZEPA283CP0T4JN0E1,4,you're on the right track,,trajectory,positive,,,
1196,ANVXAMUEBGV8N:3IAEQB9FMG8VUJ1A7EQ4D2RC5ZTDWP,8,You've got this. Keep at it.,You've got this. ,other,,,,
1196,ANVXAMUEBGV8N:3IAEQB9FMG8VUJ1A7EQ4D2RC5ZTDWP,8,You've got this. Keep at it.,Keep at it.,other,,,,
194,A1E2629EE0I958:3WRFBPLXRCC7PXQZMOT54AS9LPLN3P,7,youre not trying,,trajectory,slight_negative,,,
195,A1E2629EE0I958:3WRFBPLXRCC7PXQZMOT54AS9LPLN3P,8,youre terrible at this sorry,,trajectory,negative,,,
262,A1QX1RYLCFXZJ9:3HYA4D452T76GNHZK0WNDVE8D7C2F9,2,yup circles give you points,,features,positive,,circle,
